OBJECTID,ROADPREMOD,ROADPREDIR,ROADNAME,ROADTYPE,ROADPOSTDIR,ROADPOSTMOD,FULLNAME,ALTROADNAME,MSAGNAME,MUNICIPALITY,STATUS,LASTUPDATE,LASTEDITOR,ROADPRETYPE,FULLNAMECASS,CapCASSStName,JoinID
873775,,,Navarre,St,,,Navarre Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Navarre St,NAVARRE ST,1360
873776,,,Navigation,Ct,,,Navigation Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Navigation Ct,NAVIGATION CT,1361
873777,,,Neil,Ave,,,Neil Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Neil Ave,NEIL AVE,1362
873778,,,Nelson,St,,,Nelson Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Nelson St,NELSON ST,1363
873779,,E,Nemours,St,,,East Nemours Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,E Nemours St,E NEMOURS ST,1364
873780,,N,Nemours,St,,,North Nemours Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,N Nemours St,N NEMOURS ST,1365
873781,,,Neptune,Ct,,,Neptune Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Neptune Ct,NEPTUNE CT,1366
873782,,,Neron,Pl,,,Neron Place,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Neron Pl,NERON PL,1367
873783,,,Nevada,St,,,Nevada Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Nevada St,NEVADA ST,1368
873784,,,New Basin,Way,,,New Basin Way,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,New Basin Way,NEW BASIN WAY,1369
873785,,,New England,Dr,,,New England Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,New England Dr,NEW ENGLAND DR,1370
873786,,,New Hampshire,Dr,,,New Hampshire Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,New Hampshire Dr,NEW HAMPSHIRE DR,1371
873787,,,New Orleans,St,,,New Orleans Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,New Orleans St,NEW ORLEANS ST,1372
873788,,,New Orleans-Hammond,Hwy,,,New Orleans-Hammond Highway,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,New Orleans-Hammond Hwy,NEW ORLEANS-HAMMOND HWY,1373
873789,,,New York,Cir,,,New York Circle,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,New York Cir,NEW YORK CIR,1374
873790,,,New York,St,,,New York Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,New York St,NEW YORK ST,1375
873791,,,Newcastle,St,,,Newcastle Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Newcastle St,NEWCASTLE ST,1376
873792,,,Newcomb,Blvd,,,Newcomb Boulevard,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Newcomb Blvd,NEWCOMB BLVD,1377
873793,,,Newcomb,Pl,,,Newcomb Place,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Newcomb Pl,NEWCOMB PL,1378
873794,,,Ninth,St,,,Ninth Street,9th Street,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Ninth St,NINTH ST,1379
873795,,,Nuns,St,,,Nuns Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Nuns St,NUNS ST,1380
873796,,,Oak,Aly,,,Oak Alley,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Oak Aly,OAK ALY,1381
873797,,,Oak,St,,,Oak Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Oak St,OAK ST,1382
873798,,,Oak Alley,Dr,,,Oak Alley Drive,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Oak Alley Dr,OAK ALLEY DR,1383
873799,,E,Oak Ridge,Ct,,,East Oak Ridge Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,E Oak Ridge Ct,E OAK RIDGE CT,1384
873800,,N,Oak Ridge,Ct,,,North Oak Ridge Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,N Oak Ridge Ct,N OAK RIDGE CT,1385
873801,,S,Oak Ridge,Ct,,,South Oak Ridge Court,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,S Oak Ridge Ct,S OAK RIDGE CT,1386
873802,,,Octavia,St,,,Octavia Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Octavia St,OCTAVIA ST,1387
873803,,,Odeon,St,,,Odeon Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Odeon St,ODEON ST,1388
873804,,,Odin,St,,,Odin Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Odin St,ODIN ST,1389
873805,,,Ohio,St,,,Ohio Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Ohio St,OHIO ST,1390
873806,,,O'Keefe,Ave,,,O'Keefe Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,O'Keefe Ave,O'KEEFE AVE,1391
873807,,,Oleander,St,,,Oleander Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Oleander St,OLEANDER ST,1392
873808,,,Olive,St,,,Olive Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Olive St,OLIVE ST,1393
873809,,,Oliver White,Ave,,,Oliver White Avenue,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,Oliver White Ave,OLIVER WHITE AVE,1394
873810,,N,Olympia,St,,,North Olympia Street,,,Orleans,Current,2015/02/23 13:50:43+00,CITYOFNO\cmard,,N Olympia St,N OLYMPIA ST,1395
873811,,S,Olympia,St,,,South Olympia Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,S Olympia St,S OLYMPIA ST,1396
873812,,,Oneida,St,,,Oneida Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Oneida St,ONEIDA ST,1397
873813,,,Onyx,St,,,Onyx Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Onyx St,ONYX ST,1398
873814,,,Lafitte Greenway,Trl,,,Lafitte Greenway Trail,,,Orleans,Current,,,,Lafitte Greenway Trl,LAFITTE GREENWAY TRL,2393
873815,,,Opelousas,Ave,,,Opelousas Avenue,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Opelousas Ave,OPELOUSAS AVE,1400
873816,,,O'Reilly,St,,,O'Reilly Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,O'Reilly St,O'REILLY ST,1401
873817,,,Oretha Castle Haley,Blvd,,,Oretha Castle Haley Boulevard,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Oretha Castle Haley Blvd,ORETHA CASTLE HALEY BLVD,1402
873818,,,Orleans,Ave,,,Orleans Avenue,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Orleans Ave,ORLEANS AVE,1403
873819,,,Pace,Blvd,,,Pace Boulevard,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Pace Blvd,PACE BLVD,1404
873820,,,Pacific,Ave,,,Pacific Avenue,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Pacific Ave,PACIFIC AVE,1405
873821,,,Painters,St,,,Painters Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Painters St,PAINTERS ST,1406
873822,,,Palm,Dr,,,Palm Drive,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Palm Dr,PALM DR,1407
873823,,,Palm,St,,,Palm Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Palm St,PALM ST,1408
873824,,,Palm,Ter,,,Palm Terrace,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Palm Ter,PALM TER,1409
873825,,,Palmer,Ave,,,Palmer Avenue,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Palmer Ave,PALMER AVE,1410
873826,,,Palmetto,St,,,Palmetto Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Palmetto St,PALMETTO ST,1411
873827,,,Palmyra,St,,,Palmyra Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Palmyra St,PALMYRA ST,1412
873828,,,Panama,Ct,,,Panama Court,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Panama Ct,PANAMA CT,1413
873829,,,Panola,St,,,Panola Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Panola St,PANOLA ST,1414
873830,,,Papania,Dr,,,Papania Drive,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Papania Dr,PAPANIA DR,1415
873831,,,Paris,Ave,,,Paris Avenue,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Paris Ave,PARIS AVE,1416
873832,,,Paris,Rd,,,Paris Road,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Paris Rd,PARIS RD,1417
873833,,E,Park,Pl,,,East Park Place,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,E Park Pl,E PARK PL,1418
873834,,N,Park,Pl,,,North Park Place,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,N Park Pl,N PARK PL,1419
873835,,,Park,Blvd,,,Park Boulevard,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Park Blvd,PARK BLVD,1420
873836,,S,Park,Pl,,,South Park Place,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,S Park Pl,S PARK PL,1421
873837,,W,Park,Pl,,,West Park Place,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,W Park Pl,W PARK PL,1422
873838,,,Park Island,Dr,,,Park Island Drive,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Park Island Dr,PARK ISLAND DR,1423
873839,,,Park Timbers,Dr,,,Park Timbers Drive,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Park Timbers Dr,PARK TIMBERS DR,1424
873840,,,Patio,Way,,,Patio Way,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Patio Way,PATIO WAY,1425
873841,,,Pauger,St,,,Pauger Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Pauger St,PAUGER ST,1426
873842,,,Paul Morphy,St,,,Paul Morphy Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Paul Morphy St,PAUL MORPHY ST,1427
873843,,E,12th,St,,,East 12th Street,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,E 12th St,E 12TH ST,1428
873844,,,Crescent City Connection,,,,Crescent City Connection,,,Orleans,Current,,,,Crescent City Connection,CRESCENT CITY CONNECTION,2394
873845,,,Grand-Route Saint John,St,,,Grand-Route Saint John Street,Grand-Route Saint John,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Grand-Route Saint John St,GRAND-ROUTE SAINT JOHN ST,848
873846,,,Guadalcanal,St,,,Guadalcanal Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Guadalcanal St,GUADALCANAL ST,865
873847,,E,Third,St,,,East Third Street,East 3rd Street,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,E 3rd St,E 3RD ST,1429
873848,,E,Sixth,St,,,East Sixth Street,East 6th Street,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,E 6th St,E 6TH ST,1430
873849,,,Buchanan,Blvd,,,Buchanan Boulevard,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Buchanan Blvd,BUCHANAN BLVD,1434
873850,,E,Ninth,St,,,East Ninth Street,East 9th Street,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,E 9th St,E 9TH ST,1431
873851,,,Algiers,Pkwy,,,Algiers Parkway,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Algiers Pkwy,ALGIERS PKWY,1432
873852,,,Baldwin Woods,Rd,,,Baldwin Woods Road,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Baldwin Woods Rd,BALDWIN WOODS RD,1433
873853,,,Covington,St,,,Covington Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Covington St,COVINGTON ST,1435
873854,,,Davis,St,,,Davis Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Davis St,DAVIS ST,1436
873855,,,Donald,St,,,Donald Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Donald St,DONALD ST,1437
873856,,E,Forest Park,Ct,,,East Forest Park Court,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,E Forest Park Ct,E FOREST PARK CT,1438
873857,,,Germania,St,,,Germania Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Germania St,GERMANIA ST,1439
873858,,,Grand,Ave,,,Grand Avenue,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Grand Ave,GRAND AVE,1440
873859,,,Gutmann,St,,,Gutmann Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Gutmann St,GUTMANN ST,1441
873860,,,Highland,Ave,,,Highland Avenue,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Highland Ave,HIGHLAND AVE,1442
873861,,,Hornuff,St,,,Hornuff Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Hornuff St,HORNUFF ST,1443
873862,,,Kernard,Ave,,,Kernard Avenue,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Kernard Ave,KERNARD AVE,1444
873863,,,Lincoln,St,,,Lincoln Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Lincoln St,LINCOLN ST,1445
873864,,,McCoy,St,,,McCoy Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,McCoy St,MCCOY ST,1446
873865,,,McCue,Ave,,,McCue Avenue,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,McCue Ave,MCCUE AVE,1447
873866,,,Melbourne,St,,,Melbourne Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Melbourne St,MELBOURNE ST,1448
873867,,,Monaco,St,,,Monaco Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Monaco St,MONACO ST,1449
873868,,,Montgomery,St,,,Montgomery Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Montgomery St,MONTGOMERY ST,1450
873869,,N,Muirfield,Cir,,,North Muirfield Circle,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,N Muirfield Cir,N MUIRFIELD CIR,1451
873870,,,Army,Pkwy,,,Army Parkway,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Army Pkwy,ARMY PKWY,1455
873871,,,Baldwin,St,,,Baldwin Street,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Baldwin St,BALDWIN ST,1456
873872,,,Basin,Ct,,,Basin Court,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Basin Ct,BASIN CT,1457
873873,,,Beaupel,Pl,,,Beaupel Place,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Beaupel Pl,BEAUPEL PL,1458
873874,,,Dome Service,Rd,,,Dome Service Road,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Dome Service Rd,DOME SERVICE RD,1459
873875,,,Eldon,St,,,Eldon Street,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Eldon St,ELDON ST,1460
873876,,,Elmira,Ct,,,Elmira Court,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Elmira Ct,ELMIRA CT,1461
873877,,,Imperial,Dr,,,Imperial Drive,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Imperial Dr,IMPERIAL DR,1462
873878,,,Saint Maxent,St,,,Saint Maxent Street,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Saint Maxent St,SAINT MAXENT ST,1463
873879,,,Mayo,Rd,,,Mayo Road,,,Orleans,Retired,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Mayo Rd,MAYO RD,1464
873880,,S,Muirfield,Cir,,,South Muirfield Circle,,,Orleans,Current,2015/02/23 13:50:44+00,CITYOFNO\cmard,,S Muirfield Cir,S MUIRFIELD CIR,1452
873881,,,Ne Plus Ultra,,,,Ne Plus Ultra,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Ne Plus Ultra,NE PLUS ULTRA,1453
873882,,,Rhine,St,,,Rhine Street,,,Orleans,Other,2015/02/23 13:50:44+00,CITYOFNO\cmard,,Rhine St,RHINE ST,1454
873883,,,A,St,,,A Street,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,A St,A ST,1466
873884,,,Abundance,Ct,,,Abundance Court,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Abundance Ct,ABUNDANCE CT,1467
873885,,,Arcade,Aly,,,Arcade Alley,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Arcade Aly,ARCADE ALY,1468
873886,,,B,St,,,B Street,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,B St,B ST,1469
873887,,,"Bishop CL Morton, Sr.",Dr,,,"Bishop CL Morton, Sr. Drive",Bishop Morton Drive,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,"Bishop CL Morton, Sr. Dr","BISHOP CL MORTON, SR. DR",1470
873888,,,Bon Homme Richard,St,,,Bon Homme Richard Street,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Bon Homme Richard St,BON HOMME RICHARD ST,1471
873889,,,Brazillier Island,Rd,,,Brazillier Island Road,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Brazillier Island Rd,BRAZILLIER ISLAND RD,1472
873890,,,Bridgehampton,Dr,,,Bridgehampton Drive,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Bridgehampton Dr,BRIDGEHAMPTON DR,1473
873891,,,Cannonbury,Dr,,,Cannonbury Drive,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Cannonbury Dr,CANNONBURY DR,1474
873892,,,Caroline,St,,,Caroline Street,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Caroline St,CAROLINE ST,1475
873893,,,Carriere,Ct,,,Carriere Court,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Carriere Ct,CARRIERE CT,1476
873894,,,Chagnard,Dr,,,Chagnard Drive,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Chagnard Dr,CHAGNARD DR,1477
873895,,,Chagnard,Rd,,,Chagnard Road,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Chagnard Rd,CHAGNARD RD,1478
873896,,,Chestershire,Dr,,,Chestershire Drive,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Chestershire Dr,CHESTERSHIRE DR,1479
873897,,,Chimney Wood,Ln,,,Chimney Wood Lane,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Chimney Wood Ln,CHIMNEY WOOD LN,1480
873898,,,Cindy,Pl,,,Cindy Place,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Cindy Pl,CINDY PL,1481
873899,,,Cobblestone,Ln,,,Cobblestone Lane,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Cobblestone Ln,COBBLESTONE LN,1482
873900,,,Coffee,Cir,,,Coffee Circle,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Coffee Cir,COFFEE CIR,1483
873901,,,Coffee,Dr,,,Coffee Drive,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Coffee Dr,COFFEE DR,1484
873902,,,Concord,Pl,,,Concord Place,,,Orleans,Current,2015/02/23 13:50:46+00,CITYOFNO\cmard,,Concord Pl,CONCORD PL,1485
873903,,,Mayfair,Pl,,,Mayfair Place,,,Orleans,Current,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Mayfair Pl,MAYFAIR PL,1525
873904,,,Mayn,St,,,Mayn Street,,,Orleans,Current,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Mayn St,MAYN ST,1526
873905,,,Mayne,St,,,Mayne Street,,,Orleans,Current,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Mayne St,MAYNE ST,1527
873906,,,Michoud Facility,Rd,,,Michoud Facility Road,,,Orleans,Other,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Michoud Facility Rd,MICHOUD FACILITY RD,1528
873907,,,Milneburg,Rd,,,Milneburg Road,,,Orleans,Current,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Milneburg Rd,MILNEBURG RD,1529
873908,,,Nature Center,Dr,,,Nature Center Drive,,,Orleans,Other,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Nature Center Dr,NATURE CENTER DR,1530
873909,,,Nemo,Ct,,,Nemo Court,,,Orleans,Current,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Nemo Ct,NEMO CT,1531
873910,,,Nyanza,Pl,,,Nyanza Place,,,Orleans,Retired,2015/02/23 13:50:47+00,CITYOFNO\cmard,,Nyanza Pl,NYANZA PL,1532
873911,,,O'Bannon,St,,,O'Bannon Street,,,Orleans,Current,2015/02/23 13:50:47+00,CITYOFNO\cmard,,O'Bannon St,O'BANNON ST,1533
873912,,,Netto,St,,,Netto Street,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Netto St,NETTO ST,1539
873913,,,Venice,Blvd,,,Venice Boulevard,,,Orleans,Current,2015/02/23 13:51:09+00,CITYOFNO\cmard,,Venice Blvd,VENICE BLVD,2131
873914,,,Washington,St,,,Washington Street,,,Orleans,Other,2015/02/23 13:51:10+00,CITYOFNO\cmard,,Washington St,WASHINGTON ST,2193
873915,,,Woodland,Ave,,,Woodland Avenue,,,Orleans,Other,2015/02/23 13:51:14+00,CITYOFNO\cmard,,Woodland Ave,WOODLAND AVE,2263
873916,,,Wyoming,St,,,Wyoming Street,,,Orleans,Other,2015/02/23 13:51:15+00,CITYOFNO\cmard,,Wyoming St,WYOMING ST,2276
873917,,,Chagres,St,,,Chagres Street,,,Orleans,Other,,,,Chagres St,CHAGRES ST,2316
873918,,,Hibernia,St,,,Hibernia Street,,,Orleans,Other,,,,Hibernia St,HIBERNIA ST,2292
873919,,N,Windsor,Dr,,,North Windsor Drive,,,Orleans,Current,,,,N Windsor Dr,N WINDSOR DR,2410
873920,,,Green Parade,Ln,,,Green Parade Lane,,,Orleans,Current,,,,Green Parade Ln,GREEN PARADE LN,2411
873921,,,Caladium,Ln,,,Caladium Lane,,,Orleans,Current,,,,Caladium Ln,CALADIUM LN,2412
873922,,,Fats Domino,Ave,,,Fats Domino Avenue,,,Orleans,Current,,,,Fats Domino Ave,FATS DOMINO AVE,2413
873923,,,Johnny Jackson Jr,Blvd,,,Johnny Jackson Jr Boulevard,,,Orleans,Current,,,,Johnny Jackson Jr Blvd,JOHNNY JACKSON JR BLVD,2418
873924,,,Red Allen,Way,,,Red Allen Way,,,Orleans,Current,,,,Red Allen Way,RED ALLEN WAY,2416
873925,,,Joseph Guillaume,Pl,,,Joseph Guillaume Place,,,Orleans,Current,,,,Joseph Guillaume Pl,JOSEPH GUILLAUME PL,2417
873926,,,Powhatan,St,,,Powhatan Street,,,Orleans,Current,2015/02/23 13:51:01+00,CITYOFNO\cmard,,Powhatan St,POWHATAN ST,1698
873927,,,Edgewater,Ln,,,Edgewater Lane,,,Orleans,Retired,,,,Edgewater Ln,EDGEWATER LN,2419
873928,,,Seagull,Ln,,,Seagull Lane,,,Orleans,Retired,,,,Seagull Ln,SEAGULL LN,2420
873929,,,Roneagle,Way,,,Roneagle Way,,,Orleans,Current,,,,Roneagle Way,RONEAGLE WAY,2422
873930,,,Firefighter,Way,,,Firefighter Way,,,Orleans,Current,,,,Firefighter Way,FIREFIGHTER WAY,2424
873931,,,Hayne,Blvd,,,Hayne Boulevard,,,Orleans,Retired,2015/02/23 13:50:26+00,CITYOFNO\cmard,,Hayne Blvd,HAYNE BLVD,905
873932,,,SUNO Knights,Dr,,,SUNO Knights Drive,,,Orleans,Current,,,,SUNO Knights Dr,SUNO KNIGHTS DR,2423
873933,,,Shirley Taylor,St,,,Shirley Taylor Street,,,Orleans,Current,,,,Shirley Taylor St,SHIRLEY TAYLOR ST,2421
873934,,,Lincoln Beach,Blvd,,,Lincoln Beach Boulevard,,,Orleans,Current,,,,Lincoln Beach Blvd,LINCOLN BEACH,2425
873935,,,Renée,,,,Rue Renée,Rue Renee,,Orleans,Current,2015/02/23 13:50:47+00,CITYOFNO\cmard,Rue,Rue Renée,RUE RENÉE,1534
873936,Old,,Prieur,St,,,Old Prieur Street,,,Orleans,Current,2015/02/23 13:50:49+00,CITYOFNO\cmard,,Old Prieur St,OLD PRIEUR ST,1535
873937,Old,,Roman,St,,,Old Roman Street,,,Orleans,Current,2015/02/23 13:50:49+00,CITYOFNO\cmard,,Old Roman St,OLD ROMAN ST,1536
873938,Old,,Saint Bernard,St,,,Old Saint Bernard Street,,,Orleans,Current,2015/02/23 13:50:50+00,CITYOFNO\cmard,,Old Saint Bernard St,OLD SAINT BERNARD ST,1537
873939,Old,,Spanish,Trl,,,Old Spanish Trail,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Old Spanish Trl,OLD SPANISH TRL,1538
873940,,,Newton,St,,,Newton Street,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Newton St,NEWTON ST,1540
873941,,,Nie,Pkwy,,,Nie Parkway,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Nie Pkwy,NIE PKWY,1541
873942,,,Nighthart,Ave,,,Nighthart Avenue,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Nighthart Ave,NIGHTHART AVE,1542
873943,,,Nighthart,St,,,Nighthart Street,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Nighthart St,NIGHTHART ST,1543
873944,,,Nina,St,,,Nina Street,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Nina St,NINA ST,1544
873945,,,Nolan,St,,,Nolan Street,,,Orleans,Current,2015/02/23 13:50:52+00,CITYOFNO\cmard,,Nolan St,NOLAN ST,1545
